item_id,item_name,store_id,store_name,original_price,price,category,stock_0930,stock_1630,stock_2030,change_2_1,change_3_2,change_3_1
698a1057fa93dd8fadfa7768,Pork loin Cornmeal Thirds,629cec56061cc26b59532732,Unknown,7.54,3.77,Meat,,5,,,,
698a1101b6083324ab25ef24,Chuck Tender Steak,629cec56061cc26b59532732,Unknown,14.96,7.48,Beef,,1,,,,
698a11f3fa93dd8fadfb02c8,Laughing Cow Cheese Dippers,5fa2e7544d6a672e1136bfbf,Unknown,4.29,2.15,Deli,,3,,,,
698a14bcb6083324ab2789be,Mixed Produce Box #4,5fa2e792eb077d102ffcccd1,Unknown,5.0,5.0,Produce,,1,,,,
698a1b7100c75e93fc73eaa3,Fruit Box #2,5fa2e7544d6a672e1136bfbf,Unknown,5.0,5.0,Produce,,1,,,,
698a27fffa93dd8fad035f79,"Fresh Atlantic Salmon Portion, Herb and Garlic Flavour, 113G, Packaged",5ccc4fa913ed23170c14dadd,Unknown,8.0,6.0,Seafood,,6,,,,
698a294db6083324ab30a0b6,Boneless Rib End Pork Fast Fry Chops,5ccc4fa913ed23170c14dadd,Unknown,8.06,4.03,Meat & Seafood,,1,,,,
698a295eb6083324ab30a77f,Boneless Rib End Pork Fast Fry Chops,5ccc4fa913ed23170c14dadd,Unknown,9.41,4.7,Meat & Seafood,,1,,,,
698a29c689dc00ce48b96323,Boneless Rib End Pork Fast Fry Chops,5ccc4fa913ed23170c14dadd,Unknown,8.54,4.27,Meat & Seafood,,1,,,,
698a37f6fa93dd8fad091ad6,Pizza Bites Pizza Snacks Pepperoni,6410dc9ed904cd2328a73d59,Unknown,8.99,4.49,Frozen,,5,,,,
698a4c44b6083324ab3f3120,Gluten Free Tortillas Original,634d76784d2e0bb4e2e6bf20,Unknown,6.5,3.25,Bakery,,7,,,,
698a5423e5de2b13bb85dec3,Mushroom Frusta,5fa2e792eb077d102ffcccce,Unknown,7.5,3.75,Centre of Store,,6,,,,
698a555afa93dd8fad13247e,Semi-Dry Cured Snacks Pepperoni Minis Original,5ccc4fa913ed23170c14db03,Unknown,7.99,3.0,Deli,,1,,,,
698a665700c75e93fc8c1501,Coconut Milk Vegan Yogurt - Cherry,5ccc4fa913ed23170c14db03,Unknown,7.49,2.94,Centre of Store,,1,,,,
698a66cd00c75e93fc8c2a2e,Coconut Milk Vegan Yogurt - Raspberry Blackcurrant,5ccc4fa913ed23170c14db03,Unknown,7.49,2.94,Centre of Store,,1,,,,
698a6aa789dc00ce48cde104,Coffee Cakes Cinnamon Crunch,5ccc4fa913ed23170c14dadd,Unknown,5.0,1.0,Bakery,,4,,,,
698a6b7cfa93dd8fad198175,Chewy-Nutty Peanut Chocolatey (Case),5ccc4fa913ed23170c14db03,Unknown,35.99,17.99,Centre of Store,,1,,,,
698a6bc800c75e93fc8d6b4a,"Fruit & Nut Energy Bar, Apple",5ccc4fa913ed23170c14db03,Unknown,2.49,1.24,Pantry,,12,,,,
698a6c0ffa93dd8fad19a79b,"Fruit & Nut Energy Bar, Coconut Cream",5ccc4fa913ed23170c14db03,Unknown,2.49,1.24,Centre of Store,,11,,,,
698a6c4de5de2b13bb8ca593,Chocolate Chip Banana Bread,5ccc4fa913ed23170c14db03,Unknown,2.49,1.24,Centre of Store,,16,,,,
698a6cf1e5de2b13bb8cc857,"Fruit & Nut Energy Bar, Peanut Butter",5ccc4fa913ed23170c14db03,Unknown,2.49,1.24,Centre of Store,,18,,,,
698a6de7e5de2b13bb8cff64,"Fruit & Nut Energy Bar, Chocolate Chip",5ccc4fa913ed23170c14db03,Unknown,2.49,1.24,Centre of Store,,11,,,,
698a6e62b6083324ab4ab186,Almond Peanut Butter & Dark Chocolate Bar,5ccc4fa913ed23170c14db03,Unknown,2.49,1.24,Centre of Store,,22,,,,
698a6ebffa93dd8fad1a6d90,Nut Bars Sunflower Seeds & Strawberry,5ccc4fa913ed23170c14db03,Unknown,8.99,4.49,Centre of Store,,4,,,,
698a6f0ab6083324ab4ae078,RXBAR Peanut Butter Chocolate Bars,5ccc4fa913ed23170c14db03,Unknown,13.99,6.99,Centre of Store,,3,,,,
698a6f7289dc00ce48cf02c5,"Energy Bars, Chocolate Chip, Granola Bar",5ccc4fa913ed23170c14db03,Unknown,22.99,11.49,Centre of Store,,4,,,,
698a6fbfb6083324ab4b0fef,Protein Bar Low Sugar Almond Salted Caramel Flavour,5ccc4fa913ed23170c14db03,Unknown,3.49,1.74,Centre of Store,,12,,,,
698a7001fa93dd8fad1ab860,Chewy Nutty Nut Bar White Chocolatey Strawberry,5ccc4fa913ed23170c14db03,Unknown,3.29,1.64,Centre of Store,,9,,,,
698a7056fa93dd8fad1accf4,Crunch Cool Mint Chocolate Energy Bar,5ccc4fa913ed23170c14db03,Unknown,3.29,1.64,Centre of Store,,8,,,,
698b11f389dc00ce48dce87f,Kaiser Rolls Whole Wheat 6 Pack,5ccc4efc3b02ab30509a36b8,Unknown,4.25,0.5,Sandwich Rolls,,1,,,,
698b1201e5de2b13bb9ad552,White Baguette,5ccc4efc3b02ab30509a36b8,Unknown,1.0,0.5,Bakery,,3,,,,
698b120e89dc00ce48dceb56,Whole Wheat Baguette,5ccc4efc3b02ab30509a36b8,Unknown,1.0,0.5,Bakery,,3,,,,
698b121600c75e93fc9bac5a,"Ciabatta Demi, Multi-grain",5ccc4efc3b02ab30509a36b8,Unknown,3.25,0.5,Bakery,,2,,,,
698b121efa93dd8fad27cfae,"Demi-Baguette, White",5ccc4efc3b02ab30509a36b8,Unknown,3.25,0.5,Bakery,,1,,,,
698b122f89dc00ce48dcedea,Sesame Baguette,5ccc4efc3b02ab30509a36b8,Unknown,3.5,0.5,Bakery,,2,,,,
698b123100c75e93fc9bae74,"Demi-Baguette, White",5ccc4efc3b02ab30509a36b8,Unknown,3.25,0.5,Bakery,,1,,,,
698b123889dc00ce48dceee4,"Ciabatta Demi, Multi-grain",5ccc4efc3b02ab30509a36b8,Unknown,3.25,0.5,Bakery,,1,,,,
698b124589dc00ce48dcef3e,Ciabatta Cluster,5ccc4efc3b02ab30509a36b8,Unknown,3.5,0.5,Bakery,,1,,,,
